spend_id,council_id,council_name,region_name,spend_year,spend_category,budget_GBP,actual_spend_GBP,variance_GBP,pct_budget_utilised,spend_per_capita_GBP,funding_source
SP-0577,LA066,Stockport Metropolitan Borough Council,North West,2023,Parks & Green Spaces,36472998,31352200,-5120798,86,106.93,Mixed Funding
SP-0632,LA073,Blackpool Borough Council,North West,2023,Roads & Transport,3769270,4941512.97,1172242.97,131.1,33.43,Levelling Up Fund
SP-0633,LA073,Blackpool Borough Council,North West,2020,Housing & Planning,32055807,27986300,-4069507,87.3,189.35,Mixed Funding
SP-0634,LA073,Blackpool Borough Council,North West,2019,Flood & Drainage,12689826,9538300,-3151526,75.2,64.54,City Deal
SP-0635,LA073,Blackpool Borough Council,North West,2022,Flood & Drainage,6860876,6279000,-581876,91.5,42.48,Central Government Grant
SP-0636,LA073,Blackpool Borough Council,North West,2020,Parks & Green Spaces,34444735,24648600,-9796135,71.6,166.77,EU Structural Funds
SP-0637,LA073,Blackpool Borough Council,North West,2021,Waste Management,16843893,17391300,547407,103.2,117.67,EU Structural Funds
SP-0638,LA073,Blackpool Borough Council,North West,2020,Digital Infrastructure,8771631,10525700,1754069,120,71.22,Mixed Funding
SP-0639,LA073,Blackpool Borough Council,North West,2020,Energy & Utilities,31993174,35038600,3045426,109.5,237.07,Local Authority Budget
SP-0640,LA074,Blackburn with Darwen Borough Council,North West,2023,Roads & Transport,34151202,29959400,-4191802,87.7,200.4,Levelling Up Fund
SP-0641,LA074,Blackburn with Darwen Borough Council,North West,2019,Housing & Planning,2136816,2275200,138384,106.5,15.22,Local Authority Budget
SP-0642,LA074,Blackburn with Darwen Borough Council,North West,2021,Flood & Drainage,4434485,5054700,620215,114,33.81,Levelling Up Fund
SP-0643,LA074,Blackburn with Darwen Borough Council,North West,2022,Flood & Drainage,1662640,2060200,397560,123.9,13.78,City Deal
SP-0644,LA074,Blackburn with Darwen Borough Council,North West,2022,Parks & Green Spaces,17986524,14305200,-3681324,79.5,95.69,Mixed Funding
SP-0645,LA074,Blackburn with Darwen Borough Council,North West,2020,Waste Management,8435332,7697300,-738032,91.3,51.49,Combined Authority
SP-0646,LA074,Blackburn with Darwen Borough Council,North West,2022,Digital Infrastructure,22155884,22532534.03,376650.03,101.7,150.78,Central Government Grant
SP-0647,LA074,Blackburn with Darwen Borough Council,North West,2022,Energy & Utilities,30170643,29516900,-653743,97.8,197.44,Local Authority Budget
SP-0660,LA076,Lancaster City Council,North West,2021,Roads & Transport,10471258,11987200,1515942,114.5,85.32,Combined Authority
SP-0661,LA076,Lancaster City Council,North West,2021,Housing & Planning,22692899,18813900,-3878999,82.9,133.91,Central Government Grant
SP-0662,LA076,Lancaster City Council,North West,2019,Flood & Drainage,29366412,26555600,-2810812,90.4,189.01,Mixed Funding
SP-0663,LA076,Lancaster City Council,North West,2020,Flood & Drainage,41533305,45652300,4118995,109.9,324.93,EU Structural Funds
SP-0664,LA076,Lancaster City Council,North West,2022,Parks & Green Spaces,8177006,9372900,1195894,114.6,66.71,Central Government Grant
SP-0665,LA076,Lancaster City Council,North West,2021,Parks & Green Spaces,23090886,29326300,6235414,127,208.73,Combined Authority
SP-0666,LA076,Lancaster City Council,North West,2022,Waste Management,28545517,31248100,2702583,109.5,222.41,Central Government Grant
SP-0667,LA076,Lancaster City Council,North West,2021,Digital Infrastructure,23570041,15904700,-7665341,67.5,113.2,Mixed Funding
SP-0668,LA076,Lancaster City Council,North West,2022,Energy & Utilities,38129166,50981000,12851834,133.7,362.85,Mixed Funding
SP-0659,LA076,Lancaster City Council,North West,2023,Roads & Transport,18422019,16243700,-2178319,88.2,115.61,Combined Authority
SP-0698,LA080,Reading Borough Council,South East,2021,Roads & Transport,37583063,43404800,5821737,115.5,257.75,EU Structural Funds
SP-0699,LA080,Reading Borough Council,South East,2022,Housing & Planning,33230622,25822100,-7408522,77.7,153.34,Mixed Funding
SP-0700,LA080,Reading Borough Council,South East,2020,Housing & Planning,25496250,28186000,2689750,110.5,167.38,Mixed Funding
SP-0701,LA080,Reading Borough Council,South East,2023,Flood & Drainage,33735795,45106500,11370705,133.7,267.85,Private Finance Initiative
SP-0702,LA080,Reading Borough Council,South East,2020,Flood & Drainage,9171236,8708700,-462536,95,51.71,Levelling Up Fund
SP-0703,LA080,Reading Borough Council,South East,2022,Parks & Green Spaces,29990629,27216800,-2773829,90.8,161.62,Levelling Up Fund
SP-0704,LA080,Reading Borough Council,South East,2023,Waste Management,31583183,28592900,-2990283,90.5,169.79,City Deal
SP-0705,LA080,Reading Borough Council,South East,2022,Digital Infrastructure,17086433,21116500,4030067,123.6,125.39,Private Finance Initiative
SP-0706,LA080,Reading Borough Council,South East,2022,Energy & Utilities,20227741,17392000,-2835741,86,103.28,Mixed Funding
SP-0707,LA081,Slough Borough Council,South East,2022,Roads & Transport,3310088,2474100,-835988,74.7,16.98,Local Authority Budget
SP-0708,LA081,Slough Borough Council,South East,2019,Housing & Planning,23606517,18633800,-4972717,78.9,127.89,Local Authority Budget
SP-0709,LA081,Slough Borough Council,South East,2021,Housing & Planning,9155776,10116700,960924,110.5,69.44,Central Government Grant
SP-0710,LA081,Slough Borough Council,South East,2023,Flood & Drainage,27842128,24502600,-3339528,88,168.17,Levelling Up Fund
SP-0711,LA081,Slough Borough Council,South East,2023,Parks & Green Spaces,21818225,14427700,-7390525,66.1,99.02,Combined Authority
SP-0712,LA081,Slough Borough Council,South East,2019,Parks & Green Spaces,39053266,32740000,-6313266,83.8,224.71,Local Authority Budget
SP-0713,LA081,Slough Borough Council,South East,2019,Waste Management,9247369,11803200,2555831,127.6,81.01,EU Structural Funds
SP-0714,LA081,Slough Borough Council,South East,2023,Digital Infrastructure,31608534,27344300,-4264234,86.5,187.68,Private Finance Initiative
SP-0715,LA081,Slough Borough Council,South East,2019,Energy & Utilities,33443932,44205600,10761668,132.2,303.4,EU Structural Funds
SP-0716,LA081,Slough Borough Council,South East,2021,energy & utilities,5853946,7803800,1949854,133.3,53.56,Combined Authority
SP-0717,LA082,Milton Keynes Council,South East,2021,ROADS & TRANSPORT,3010222,2146500,-863722,71.3,7.81,City Deal
SP-0718,LA082,Milton Keynes Council,South East,2022,Housing & Planning,14380999,11700900,-2680099,81.4,42.58,Levelling Up Fund
SP-0719,LA082,Milton Keynes Council,South East,2023,Flood & Drainage,34764649,40537400,5772751,116.6,147.52,Central Government Grant
SP-0720,LA082,Milton Keynes Council,South East,2022,Parks & Green Spaces,35431020,36632300,1201280,103.4,133.31,Local Authority Budget
SP-0721,LA082,Milton Keynes Council,South East,2021,Parks & Green Spaces,23782288,28872200,5089912,121.4,105.07,Central Government Grant
SP-0722,LA082,Milton Keynes Council,South East,2022,Waste Management,36012361,35769100,-243261,99.3,130.16,Levelling Up Fund
SP-0723,LA082,Milton Keynes Council,South East,2020,Digital Infrastructure,26964955,36138500,9173545,134,131.51,Mixed Funding
SP-0724,LA082,Milton Keynes Council,South East,2019,Digital Infrastructure,30353047,31824400,1471353,104.8,115.81,EU Structural Funds
SP-0725,LA082,Milton Keynes Council,South East,2022,Energy & Utilities,38043429,45415200,7371771,119.4,165.27,Levelling Up Fund
SP-0743,LA085,Maidstone Borough Council,South East,2021,Roads & Transport,37980150,33306300,-4673850,87.7,189.03,Private Finance Initiative
SP-0744,LA085,Maidstone Borough Council,South East,2019,Housing & Planning,18908877,24601400,5692523,130.1,139.62,Levelling Up Fund
SP-0745,LA085,Maidstone Borough Council,South East,2020,Flood & Drainage,36106172,32267600,-3838572,89.4,183.13,Levelling Up Fund
SP-0746,LA085,Maidstone Borough Council,South East,2021,Parks & Green Spaces,17220339,11473300,-5747039,66.6,65.12,Private Finance Initiative
SP-0747,LA085,Maidstone Borough Council,South East,2021,Waste Management,21165575,16456400,-4709175,77.8,93.4,Combined Authority
SP-0748,LA085,Maidstone Borough Council,South East,2020,Waste Management,31842473,37584400,5741927,118,213.31,Mixed Funding
SP-0749,LA085,Maidstone Borough Council,South East,2019,Digital Infrastructure,19918648,25478300,5559652,127.9,144.6,Combined Authority
SP-0750,LA085,Maidstone Borough Council,South East,2023,Energy & Utilities,33648721,30967400,-2681321,92,175.75,Private Finance Initiative
SP-0751,LA085,Maidstone Borough Council,South East,2019,Energy & Utilities,12797293,11671100,-1126193,91.2,66.24,Levelling Up Fund
SP-0785,LA090,Hastings Borough Council,South East,2019,Roads & Transport,14031950,11525900,-2506050,82.1,125.55,Levelling Up Fund
SP-0786,LA090,Hastings Borough Council,South East,2022,Housing & Planning,36734195,36804200,70005,100.2,400.92,Local Authority Budget
SP-0787,LA090,Hastings Borough Council,South East,2022,Flood & Drainage,9909855,10976400,1066545,110.8,119.57,Combined Authority
SP-0788,LA090,Hastings Borough Council,South East,2023,Flood & Drainage,22442631,18451000,-3991631,82.2,200.99,Combined Authority
SP-0789,LA090,Hastings Borough Council,South East,2021,Parks & Green Spaces,16315105,15324500,-990605,93.9,166.93,Levelling Up Fund
SP-0790,LA090,Hastings Borough Council,South East,2020,Parks & Green Spaces,36230708,36628700,397992,101.1,399.01,Combined Authority
SP-0791,LA090,Hastings Borough Council,South East,2023,Waste Management,28742905,27019800,-1723105,94,294.33,EU Structural Funds
SP-0792,LA090,Hastings Borough Council,South East,2021,Digital Infrastructure,10095820,6617100,-3478720,65.5,72.08,EU Structural Funds
SP-0793,LA090,Hastings Borough Council,South East,2023,Digital Infrastructure,25066127,19963400,-5102727,79.6,217.47,Central Government Grant
SP-0794,LA090,Hastings Borough Council,South East,2021,Energy & Utilities,30165312,23458500,-6706812,77.8,255.54,EU Structural Funds
SP-0804,LA092,Crawley Borough Council,South East,2021,Roads & Transport,12395737,9941381.07,-2454355.93,80.2,85.07,Combined Authority
SP-0805,LA092,Crawley Borough Council,South East,2023,Housing & Planning,1906371,1285800,-620571,67.4,11.01,Private Finance Initiative
SP-0806,LA092,Crawley Borough Council,South East,2019,Flood & Drainage,15286123,12545700,-2740423,82.1,107.41,Mixed Funding
SP-0807,LA092,Crawley Borough Council,South East,2021,Parks & Green Spaces,5705669,5570400,-135269,97.6,47.69,City Deal
SP-0808,LA092,Crawley Borough Council,South East,2020,Waste Management,41800772,29834000,-11966772,71.4,255.43,Local Authority Budget
SP-0809,LA092,Crawley Borough Council,South East,2019,Digital Infrastructure,44022319,58396800,14374481,132.7,499.97,Levelling Up Fund
SP-0810,LA092,Crawley Borough Council,South East,2019,Energy & Utilities,33713611,28383100,-5330511,84.2,243.01,Combined Authority
SP-0829,LA095,Exeter City Council,South West,2020,Roads & Transport,8092985,5709200,-2383785,70.5,43.82,Central Government Grant
SP-0830,LA095,Exeter City Council,South West,2022,Housing & Planning,13609787,9886900,-3722887,72.6,75.88,Local Authority Budget
SP-0831,LA095,Exeter City Council,South West,2023,Housing & Planning,27553030,19994100,-7558930,72.6,153.45,Local Authority Budget
SP-0832,LA095,Exeter City Council,South West,2021,Flood & Drainage,9356843,10582100,1225257,113.1,81.21,Central Government Grant
SP-0833,LA095,Exeter City Council,South West,2023,Parks & Green Spaces,28508895,22282500,-6226395,78.2,171.01,Mixed Funding
SP-0834,LA095,Exeter City Council,South West,2022,Waste Management,38090448,47214800,9124352,124,362.35,EU Structural Funds
SP-0835,LA095,Exeter City Council,South West,2023,Digital Infrastructure,7603152,6820600,-782552,89.7,52.35,Private Finance Initiative
SP-0836,LA095,Exeter City Council,South West,2022,Digital Infrastructure,42426779,40179500,-2247279,94.7,308.36,Private Finance Initiative
SP-0837,LA095,Exeter City Council,South West,2019,Energy & Utilities,6921541,8910000,1988459,128.7,68.38,City Deal
SP-0838,LA095,Exeter City Council,South West,2020,Energy & Utilities,18809701,17529300,-1280401,93.2,134.53,EU Structural Funds
SP-0898,LA103,Torbay Council,South West,2019,Roads & Transport,30212548,29394500,-818048,97.3,218.38,Combined Authority
SP-0899,LA103,Torbay Council,South West,2022,Housing & Planning,7006568,7733700,727132,110.4,57.46,EU Structural Funds
SP-0900,LA103,Torbay Council,South West,2021,Flood & Drainage,6829854,7534500,704646,110.3,55.98,Mixed Funding
SP-0901,LA103,Torbay Council,South West,2020,Parks & Green Spaces,24592014,24270300,-321714,98.7,180.31,Mixed Funding
SP-0902,LA103,Torbay Council,South West,2021,Waste Management,20053090,16722100,-3330990,83.4,124.24,Mixed Funding
SP-0903,LA103,Torbay Council,South West,2020,Digital Infrastructure,11003254,7967200,-3036054,72.4,59.19,Central Government Grant
SP-0904,LA103,Torbay Council,South West,2021,Energy & Utilities,21103879,19888900,-1214979,94.2,147.76,Local Authority Budget
SP-0968,LA111,Wolverhampton City Council,West Midlands,2020,Roads & Transport,24454999,29394900,4939901,120.2,111.47,EU Structural Funds
SP-0969,LA111,Wolverhampton City Council,West Midlands,2022,Housing & Planning,27881492,37416500,9535008,134.2,141.89,Levelling Up Fund
SP-0970,LA111,Wolverhampton City Council,West Midlands,2021,Flood & Drainage,12052122,8555600,-3496522,71,32.44,Central Government Grant
SP-0971,LA111,Wolverhampton City Council,West Midlands,2023,Flood & Drainage,34258733,36978500,2719767,107.9,140.23,Mixed Funding
SP-0972,LA111,Wolverhampton City Council,West Midlands,2023,Parks & Green Spaces,8999344,5888100,-3111244,65.4,22.33,Private Finance Initiative
SP-0973,LA111,Wolverhampton City Council,West Midlands,2020,Waste Management,33837232,27368300,-6468932,80.9,103.79,City Deal
SP-0974,LA111,Wolverhampton City Council,West Midlands,2021,Digital Infrastructure,10875847,7305000,-3570847,67.2,27.7,Private Finance Initiative
SP-0975,LA111,Wolverhampton City Council,West Midlands,2020,Digital Infrastructure,39351265,26470200,-12881065,67.3,100.38,City Deal
SP-0976,LA111,Wolverhampton City Council,West Midlands,2019,Energy & Utilities,19430670,22505700,3075030,115.8,85.35,EU Structural Funds
SP-0997,LA114,Walsall Metropolitan Borough Council,West Midlands,2023,Housing & Planning,25900591,26643900,743309,102.9,93.19,Central Government Grant
SP-0998,LA114,Walsall Metropolitan Borough Council,West Midlands,2020,Flood & Drainage,11895023,15423300,3528277,129.7,53.95,Central Government Grant
SP-0999,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Parks & Green Spaces,37521309,48115400,10594091,128.2,168.29,Private Finance Initiative
SP-1000,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Waste Management,41152708,43063400,1910692,104.6,150.62,Levelling Up Fund
SP-1001,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Digital Infrastructure,41073058,41235600,162542,100.4,144.23,Combined Authority
SP-1002,LA114,Walsall Metropolitan Borough Council,West Midlands,2019,Energy & Utilities,44327761,38280200,-6047561,86.4,133.89,Combined Authority
SP-0996,LA114,Walsall Metropolitan Borough Council,West Midlands,2021,Roads & Transport,8938828,7676700,-1262128,85.9,26.85,Mixed Funding
SP-1003,LA115,Solihull Metropolitan Borough Council,West Midlands,2019,Roads & Transport,36800850,46703100,9902250,126.9,216.42,Combined Authority
SP-1004,LA115,Solihull Metropolitan Borough Council,West Midlands,2020,Housing & Planning,42469556,52351700,9882144,123.3,242.59,Local Authority Budget
SP-1005,LA115,Solihull Metropolitan Borough Council,West Midlands,2021,Flood & Drainage,8327083,8187700,-139383,98.3,37.94,City Deal
SP-1006,LA115,Solihull Metropolitan Borough Council,West Midlands,2022,Parks & Green Spaces,33215390,26292600,-6922790,79.2,121.84,City Deal
SP-1007,LA115,Solihull Metropolitan Borough Council,West Midlands,2021,Waste Management,20635073,18146100,-2488973,87.9,84.09,Mixed Funding
SP-1008,LA115,Solihull Metropolitan Borough Council,West Midlands,2023,Waste Management,41269533,46196500,4926967,111.9,214.07,Combined Authority
SP-1009,LA115,Solihull Metropolitan Borough Council,West Midlands,2023,Digital Infrastructure,7770343,6770800,-999543,87.1,31.38,Levelling Up Fund
SP-1010,LA115,Solihull Metropolitan Borough Council,West Midlands,2023,Energy & Utilities,30769916,20473900,-10296016,66.5,94.87,City Deal
SP-1011,LA115,Solihull Metropolitan Borough Council,West Midlands,2019,Energy & Utilities,31431267,30132100,-1299167,95.9,139.63,Central Government Grant
SP-1045,LA120,Shropshire Council,West Midlands,2023,Roads & Transport,15814889,14152300,-1662589,89.5,43.73,Central Government Grant
SP-1046,LA120,Shropshire Council,West Midlands,2023,Housing & Planning,4868809,4029400,-839409,82.8,12.45,Combined Authority
SP-1047,LA120,Shropshire Council,West Midlands,2022,Flood & Drainage,19334401,17540000,-1794401,90.7,54.2,EU Structural Funds
SP-1048,LA120,Shropshire Council,West Midlands,2020,Parks & Green Spaces,39883350,38002900,-1880450,95.3,117.44,EU Structural Funds
SP-1049,LA120,Shropshire Council,West Midlands,2021,Waste Management,869606,681200,-188406,78.3,2.11,Central Government Grant
SP-1050,LA120,Shropshire Council,West Midlands,2023,Digital Infrastructure,13310750,13905100,594350,104.5,42.97,Local Authority Budget
SP-1051,LA120,Shropshire Council,West Midlands,2019,Energy & Utilities,24373279,24802500,429221,101.8,76.65,Combined Authority
SP-0912,LA104,Somerset West and Taunton Council,South West,2022,Energy & Utilities,30500712,37311700,6810988,122.3,233.2,Mixed Funding
SP-0913,LA105,South Gloucestershire Council,South West,2022,Roads & Transport,33984940,22572800,-11412140,66.4,79.06,Central Government Grant
SP-0914,LA105,South Gloucestershire Council,South West,2023,Housing & Planning,39955457,31174700,-8780757,78,109.19,EU Structural Funds
SP-0915,LA105,South Gloucestershire Council,South West,2021,Housing & Planning,12383023,14982600,2599577,121,52.48,Mixed Funding
SP-0916,LA105,South Gloucestershire Council,South West,2019,Flood & Drainage,22090568,21593300,-497268,97.7,75.63,Mixed Funding
SP-0917,LA105,South Gloucestershire Council,South West,2022,Parks & Green Spaces,30959758,41405800,10446042,133.7,145.03,Combined Authority
SP-0918,LA105,South Gloucestershire Council,South West,2023,Waste Management,1860100,2019900,159800,108.6,7.07,City Deal
SP-0919,LA105,South Gloucestershire Council,South West,2020,Digital Infrastructure,32599276,40345000,7745724,123.8,141.31,Mixed Funding
SP-0920,LA105,South Gloucestershire Council,South West,2021,Energy & Utilities,43604759,42350700,-1254059,97.1,148.34,Private Finance Initiative
SP-0921,LA106,North Somerset Council,South West,2023,Roads & Transport,12362313,15073200,2710887,121.9,70.77,Local Authority Budget
SP-0922,LA106,North Somerset Council,South West,2023,Housing & Planning,11756752,15627100,3870348,132.9,73.37,City Deal
SP-0923,LA106,North Somerset Council,South West,2019,Housing & Planning,4004119,3936000,-68119,98.3,18.48,Local Authority Budget
SP-0924,LA106,North Somerset Council,South West,2022,Flood & Drainage,12926661,9740900,-3185761,75.4,45.73,Levelling Up Fund
SP-0925,LA106,North Somerset Council,South West,2019,Flood & Drainage,36035513,26393000,-9642513,73.2,123.91,EU Structural Funds
SP-0926,LA106,North Somerset Council,South West,2023,Parks & Green Spaces,34855523,22687500,-12168023,65.1,106.51,Central Government Grant
SP-0927,LA106,North Somerset Council,South West,2022,Waste Management,44042739,48541100,4498361,110.2,227.89,Combined Authority
SP-0928,LA106,North Somerset Council,South West,2023,Digital Infrastructure,21849134,20093200,-1755934,92,94.33,EU Structural Funds
SP-0929,LA106,North Somerset Council,South West,2021,Digital Infrastructure,23022135,20894000,-2128135,90.8,98.09,Local Authority Budget
SP-0930,LA106,North Somerset Council,South West,2021,Energy & Utilities,40539269,36410700,-4128569,89.8,170.94,Local Authority Budget
SP-0931,LA106,North Somerset Council,South West,2019,Energy & Utilities,3090444,2740400,-350044,88.7,12.87,Combined Authority
SP-1012,LA116,Stoke-on-Trent City Council,West Midlands,2023,Roads & Transport,10359606,7554700,-2804906,72.9,29.43,Local Authority Budget
SP-1013,LA116,Stoke-on-Trent City Council,West Midlands,2022,Housing & Planning,27940117,34780000,6839883,124.5,135.49,Central Government Grant
SP-1014,LA116,Stoke-on-Trent City Council,West Midlands,2023,Flood & Drainage,28412099,36808800,8396701,129.6,143.39,Central Government Grant
SP-1015,LA116,Stoke-on-Trent City Council,West Midlands,2022,parks & green spaces,18434062,18024000,-410062,97.8,70.21,Local Authority Budget
SP-1016,LA116,Stoke-on-Trent City Council,West Midlands,2023,Parks & Green Spaces,30307906,33855500,3547594,111.7,131.89,Levelling Up Fund
SP-1017,LA116,Stoke-on-Trent City Council,West Midlands,2023,Waste Management,41074719,38588200,-2486519,93.9,150.32,Mixed Funding
SP-1018,LA116,Stoke-on-Trent City Council,West Midlands,2019,Digital Infrastructure,11425786,14773500,3347714,129.3,57.55,Private Finance Initiative
SP-1019,LA116,Stoke-on-Trent City Council,West Midlands,2021,Energy & Utilities,32140674,36349700,4209026,113.1,141.6,City Deal
SP-1020,LA117,Telford and Wrekin Council,West Midlands,2019,Roads & Transport,11773642,8928500,-2845142,75.8,50.1,Mixed Funding
SP-1021,LA117,Telford and Wrekin Council,West Midlands,2022,Housing & Planning,2676334,2797100,120766,104.5,15.7,City Deal
SP-1022,LA117,Telford and Wrekin Council,West Midlands,2020,Flood & Drainage,31053652,28784000,-2269652,92.7,161.53,Combined Authority
SP-1023,LA117,Telford and Wrekin Council,West Midlands,2019,Parks & Green Spaces,3733657,3433600,-300057,92,19.27,Combined Authority
SP-1024,LA117,Telford and Wrekin Council,West Midlands,2021,Parks & Green Spaces,41298641,43038100,1739459,104.2,241.52,Combined Authority
SP-1025,LA117,Telford and Wrekin Council,West Midlands,2022,Waste Management,30090805,37191100,7100295,123.6,208.7,Combined Authority
SP-1026,LA117,Telford and Wrekin Council,West Midlands,2023,Digital Infrastructure,22687120,26123200,3436080,115.1,146.59,EU Structural Funds
SP-1027,LA117,Telford and Wrekin Council,West Midlands,2022,Energy & Utilities,13326377,12667800,-658577,95.1,71.09,Private Finance Initiative
SP-1028,LA118,Worcester City Council,West Midlands,2019,Roads & Transport,41402407,27817200,-13585207,67.2,274.87,Local Authority Budget
SP-1029,LA118,Worcester City Council,West Midlands,2022,Housing & Planning,8174333,5955600,-2218733,72.9,58.85,City Deal
SP-1030,LA118,Worcester City Council,West Midlands,2019,Housing & Planning,1836392,1461600,-374792,79.6,14.44,Levelling Up Fund
SP-1031,LA118,Worcester City Council,West Midlands,2022,Flood & Drainage,4409395,4111100,-298295,93.2,40.62,Mixed Funding
SP-1032,LA118,Worcester City Council,West Midlands,2021,Parks & Green Spaces,17010073,19395700,2385627,114,191.66,Central Government Grant
SP-1033,LA118,Worcester City Council,West Midlands,2022,Waste Management,30948180,32415400,1467220,104.7,320.31,Private Finance Initiative
SP-1035,LA118,Worcester City Council,West Midlands,2019,Energy & Utilities,30840647,20619600,-10221047,66.9,203.75,EU Structural Funds
SP-1034,LA118,Worcester City Council,West Midlands,2023,Digital Infrastructure,32177146,31316300,-860846,97.3,309.45,Private Finance Initiative
SP-1040,LA119,Herefordshire Council,West Midlands,2020,Parks & Green Spaces,39730615,45894700,6164085,115.5,237.3,Mixed Funding
SP-1041,LA119,Herefordshire Council,West Midlands,2023,parks & green spaces,3100332,2987400,-112932,96.4,15.45,Central Government Grant
SP-1042,LA119,Herefordshire Council,West Midlands,2022,Waste Management,23234489,18798900,-4435589,80.9,97.2,EU Structural Funds
SP-1043,LA119,Herefordshire Council,West Midlands,2020,Digital Infrastructure,9395301,6711200,-2684101,71.4,34.7,Levelling Up Fund
SP-1044,LA119,Herefordshire Council,West Midlands,2022,Energy & Utilities,24424210,26549116.27,2124906.27,108.7,137.28,Local Authority Budget
SP-0039,LA005,Chesterfield Borough Council,East Midlands,2021,Roads & Transport,9758175,6354400,-3403775,65.1,60.75,City Deal
SP-0040,LA005,Chesterfield Borough Council,East Midlands,2023,Roads & Transport,38118545,29633000,-8485545,77.7,283.3,Levelling Up Fund
SP-0041,LA005,Chesterfield Borough Council,East Midlands,2022,Housing & Planning,29351926,23189700,-6162226,79,221.7,EU Structural Funds
SP-0042,LA005,Chesterfield Borough Council,East Midlands,2021,Housing & Planning,32586462,43347700,10761238,133,414.41,City Deal
SP-0043,LA005,Chesterfield Borough Council,East Midlands,2022,Flood & Drainage,7729982,10158400,2428418,131.4,97.12,EU Structural Funds
SP-0044,LA005,Chesterfield Borough Council,East Midlands,2019,Parks & Green Spaces,35835369,38205000,2369631,106.6,365.25,Levelling Up Fund
SP-0045,LA005,Chesterfield Borough Council,East Midlands,2020,Waste Management,18929184,19817200,888016,104.7,189.46,EU Structural Funds
SP-0046,LA005,Chesterfield Borough Council,East Midlands,2023,Waste Management,37452421,48682200,11229779,130,465.41,Central Government Grant
SP-0047,LA005,Chesterfield Borough Council,East Midlands,2019,Digital Infrastructure,31177966,38702000,7524034,124.1,370,Levelling Up Fund
SP-0048,LA005,Chesterfield Borough Council,East Midlands,2021,Energy & Utilities,27012777,27924500,911723,103.4,266.96,Combined Authority
SP-0130,LA015,Broxtowe Borough Council,East Midlands,2023,Roads & Transport,17061159,15806800,-1254359,92.6,140.63,EU Structural Funds
SP-0131,LA015,Broxtowe Borough Council,East Midlands,2021,Roads & Transport,1380187,1053000,-327187,76.3,9.37,City Deal
SP-0132,LA015,Broxtowe Borough Council,East Midlands,2019,Housing & Planning,24987839,25779000,791161,103.2,229.35,Levelling Up Fund
SP-0133,LA015,Broxtowe Borough Council,East Midlands,2021,Housing & Planning,26990622,26944000,-46622,99.8,239.72,Mixed Funding
SP-0134,LA015,Broxtowe Borough Council,East Midlands,2020,Flood & Drainage,19566468,24615800,5049332,125.8,219,Private Finance Initiative
SP-0135,LA015,Broxtowe Borough Council,East Midlands,2023,Flood & Drainage,10296802,13758400,3461598,133.6,122.41,EU Structural Funds
SP-0136,LA015,Broxtowe Borough Council,East Midlands,2023,Parks & Green Spaces,43023858,50540400,7516542,117.5,449.65,Private Finance Initiative
SP-0137,LA015,Broxtowe Borough Council,East Midlands,2021,Parks & Green Spaces,9082498,6464500,-2617998,71.2,57.51,EU Structural Funds
SP-0138,LA015,Broxtowe Borough Council,East Midlands,2020,Waste Management,17056644,22293600,5236956,130.7,198.34,Private Finance Initiative
SP-0139,LA015,Broxtowe Borough Council,East Midlands,2023,Waste Management,30450010,27626000,-2824010,90.7,245.78,City Deal
SP-0140,LA015,Broxtowe Borough Council,East Midlands,2020,Digital Infrastructure,13685455,9473500,-4211955,69.2,84.28,Mixed Funding
SP-0141,LA015,Broxtowe Borough Council,East Midlands,2022,Digital Infrastructure,22216798,24650100,2433302,111,219.31,EU Structural Funds
SP-0142,LA015,Broxtowe Borough Council,East Midlands,2022,Energy & Utilities,19532497,14906600,-4625897,76.3,132.62,Mixed Funding
SP-0266,LA031,St Albans City and District Council,East of England,2023,Roads & Transport,28114402,34775300,6660898,123.7,234.02,Mixed Funding
SP-0267,LA031,St Albans City and District Council,East of England,2021,Housing & Planning,28620687,30987900,2367213,108.3,208.53,Mixed Funding
SP-0268,LA031,St Albans City and District Council,East of England,2023,Housing & Planning,11138731,12409000,1270269,111.4,83.51,Local Authority Budget
SP-0269,LA031,St Albans City and District Council,East of England,2019,Flood & Drainage,38334348,28584300,-9750048,74.6,192.36,Levelling Up Fund
SP-0270,LA031,St Albans City and District Council,East of England,2022,Flood & Drainage,4724899,5597000,872101,118.5,37.66,Levelling Up Fund
SP-0271,LA031,St Albans City and District Council,East of England,2019,Parks & Green Spaces,20250448,15793100,-4457348,78,106.28,City Deal
SP-0272,LA031,St Albans City and District Council,East of England,2023,Waste Management,13501433,13169200,-332233,97.5,88.62,Local Authority Budget
SP-0273,LA031,St Albans City and District Council,East of England,2019,Digital Infrastructure,36467783,27081900,-9385883,74.3,182.25,Private Finance Initiative
SP-0274,LA031,St Albans City and District Council,East of England,2023,Energy & Utilities,5743422,4146400,-1597022,72.2,27.9,Local Authority Budget
SP-0315,LA036,London Borough of Tower Hamlets,London,2020,Digital Infrastructure,12471863,11884600,-587263,95.3,36.59,Local Authority Budget
SP-0316,LA036,London Borough of Tower Hamlets,London,2019,Energy & Utilities,28988323,23061400,-5926923,79.6,71,Local Authority Budget
